PTS,MATCHUP,Player Name,Player ID,Opponent Team
28,LAL vs. POR,LeBron James,2544,POR
30,LAL @ POR,LeBron James,2544,POR
43,LAL vs. POR,LeBron James,2544,POR
29,LAL vs. POR,LeBron James,2544,POR
30,LAL vs. SAC,LeBron James,2544,SAC
32,LAL vs. SAC,LeBron James,2544,SAC
34,LAL @ SAC,LeBron James,2544,SAC
37,LAL @ SAC,LeBron James,2544,SAC
31,LAL vs. SAC,LeBron James,2544,SAC
31,LAL @ SAC,LeBron James,2544,SAC
16,LAL vs. SAC,LeBron James,2544,SAC
39,LAL @ SAS,LeBron James,2544,SAS
21,LAL @ SAS,LeBron James,2544,SAS
20,LAL vs. SAS,LeBron James,2544,SAS
27,LAL vs. SAS,LeBron James,2544,SAS
26,LAL @ SAS,LeBron James,2544,SAS
26,LAL @ SAS,LeBron James,2544,SAS
36,LAL vs. SAS,LeBron James,2544,SAS
19,LAL vs. TOR,LeBron James,2544,TOR
36,LAL @ TOR,LeBron James,2544,TOR
30,LAL vs. TOR,LeBron James,2544,TOR
17,LAL vs. UTA,LeBron James,2544,UTA
25,LAL vs. UTA,LeBron James,2544,UTA
19,LAL @ UTA,LeBron James,2544,UTA
33,LAL vs. UTA,LeBron James,2544,UTA
36,LAL vs. UTA,LeBron James,2544,UTA
37,LAL @ UTA,LeBron James,2544,UTA
38,LAL @ WAS,LeBron James,2544,WAS
50,LAL vs. WAS,LeBron James,2544,WAS
31,LAL vs. WAS,LeBron James,2544,WAS
33,LAL vs. WAS,LeBron James,2544,WAS
29,LAL @ WAS,LeBron James,2544,WAS
2,MEM vs. ATL,Ja Morant,1629630,ATL
27,MEM @ ATL,Ja Morant,1629630,ATL
29,MEM @ ATL,Ja Morant,1629630,ATL
28,MEM vs. ATL,Ja Morant,1629630,ATL
19,MEM @ ATL,Ja Morant,1629630,ATL
30,MEM vs. BOS,Ja Morant,1629630,BOS
29,MEM vs. BOS,Ja Morant,1629630,BOS
38,MEM @ BOS,Ja Morant,1629630,BOS
25,MEM @ BOS,Ja Morant,1629630,BOS
38,MEM vs. BKN,Ja Morant,1629630,BKN
36,MEM @ BKN,Ja Morant,1629630,BKN
7,MEM @ BKN,Ja Morant,1629630,BKN
32,MEM vs. CHA,Ja Morant,1629630,CHA
12,MEM vs. CHA,Ja Morant,1629630,CHA
23,MEM @ CHA,Ja Morant,1629630,CHA
26,MEM @ CHA,Ja Morant,1629630,CHA
15,MEM vs. CHA,Ja Morant,1629630,CHA
25,MEM vs. CHI,Ja Morant,1629630,CHI
46,MEM @ CHI,Ja Morant,1629630,CHI
34,MEM vs. CHI,Ja Morant,1629630,CHI
15,MEM @ CHI,Ja Morant,1629630,CHI
13,MEM vs. CHI,Ja Morant,1629630,CHI
17,MEM @ CHI,Ja Morant,1629630,CHI
37,MEM vs. CLE,Ja Morant,1629630,CLE
24,MEM vs. CLE,Ja Morant,1629630,CLE
26,MEM @ CLE,Ja Morant,1629630,CLE
24,MEM @ CLE,Ja Morant,1629630,CLE
20,MEM @ DAL,Ja Morant,1629630,DAL
24,MEM vs. DAL,Ja Morant,1629630,DAL
35,MEM @ DAL,Ja Morant,1629630,DAL
19,MEM vs. DAL,Ja Morant,1629630,DAL
22,MEM @ DAL,Ja Morant,1629630,DAL
17,MEM vs. DAL,Ja Morant,1629630,DAL
18,MEM vs. DEN,Ja Morant,1629630,DEN
26,MEM vs. DEN,Ja Morant,1629630,DEN
16,MEM vs. DEN,Ja Morant,1629630,DEN
27,MEM @ DEN,Ja Morant,1629630,DEN
38,MEM @ DEN,Ja Morant,1629630,DEN
23,MEM vs. DEN,Ja Morant,1629630,DEN
35,MEM @ DEN,Ja Morant,1629630,DEN
27,MEM @ DEN,Ja Morant,1629630,DEN
36,MEM @ DEN,Ja Morant,1629630,DEN
20,MEM @ DET,Ja Morant,1629630,DET
22,MEM vs. DET,Ja Morant,1629630,DET
29,MEM vs. DET,Ja Morant,1629630,DET
23,MEM @ DET,Ja Morant,1629630,DET
15,MEM vs. DET,Ja Morant,1629630,DET
33,MEM @ DET,Ja Morant,1629630,DET
30,MEM @ GSW,Ja Morant,1629630,GSW
16,MEM @ GSW,Ja Morant,1629630,GSW
14,MEM vs. GSW,Ja Morant,1629630,GSW
14,MEM vs. GSW,Ja Morant,1629630,GSW
29,MEM @ GSW,Ja Morant,1629630,GSW
29,MEM vs. GSW,Ja Morant,1629630,GSW
36,MEM @ GSW,Ja Morant,1629630,GSW
21,MEM @ GSW,Ja Morant,1629630,GSW
49,MEM @ HOU,Ja Morant,1629630,HOU
22,MEM vs. HOU,Ja Morant,1629630,HOU
12,MEM @ HOU,Ja Morant,1629630,HOU
18,MEM vs. HOU,Ja Morant,1629630,HOU
17,MEM vs. HOU,Ja Morant,1629630,HOU
22,MEM @ HOU,Ja Morant,1629630,HOU
20,MEM @ HOU,Ja Morant,1629630,HOU
6,MEM @ HOU,Ja Morant,1629630,HOU
15,MEM vs. HOU,Ja Morant,1629630,HOU
27,MEM vs. IND,Ja Morant,1629630,IND
23,MEM @ IND,Ja Morant,1629630,IND
10,MEM @ IND,Ja Morant,1629630,IND
23,MEM vs. IND,Ja Morant,1629630,IND
28,MEM @ LAC,Ja Morant,1629630,LAC
28,MEM vs. LAC,Ja Morant,1629630,LAC
10,MEM vs. LAC,Ja Morant,1629630,LAC
36,MEM vs. LAC,Ja Morant,1629630,LAC
20,MEM vs. LAC,Ja Morant,1629630,LAC
16,MEM vs. LAC,Ja Morant,1629630,LAC
30,MEM vs. LAC,Ja Morant,1629630,LAC
22,MEM @ LAC,Ja Morant,1629630,LAC
40,MEM @ LAL,Ja Morant,1629630,LAL
22,MEM @ LAL,Ja Morant,1629630,LAL
16,MEM @ LAL,Ja Morant,1629630,LAL
39,MEM vs. LAL,Ja Morant,1629630,LAL
22,MEM @ LAL,Ja Morant,1629630,LAL
41,MEM vs. LAL,Ja Morant,1629630,LAL
20,MEM vs. MIA,Ja Morant,1629630,MIA
13,MEM vs. MIA,Ja Morant,1629630,MIA
10,MEM @ MIA,Ja Morant,1629630,MIA
35,MEM vs. MIL,Ja Morant,1629630,MIL
33,MEM @ MIL,Ja Morant,1629630,MIL
25,MEM vs. MIL,Ja Morant,1629630,MIL
13,MEM @ MIL,Ja Morant,1629630,MIL
12,MEM @ MIL,Ja Morant,1629630,MIL
24,MEM @ MIN,Ja Morant,1629630,MIN
11,MEM @ MIN,Ja Morant,1629630,MIN
28,MEM vs. MIN,Ja Morant,1629630,MIN
33,MEM vs. MIN,Ja Morant,1629630,MIN
37,MEM @ MIN,Ja Morant,1629630,MIN
27,MEM @ MIN,Ja Morant,1629630,MIN
16,MEM vs. MIN,Ja Morant,1629630,MIN
20,MEM @ MIN,Ja Morant,1629630,MIN
32,MEM vs. MIN,Ja Morant,1629630,MIN
11,MEM vs. MIN,Ja Morant,1629630,MIN
23,MEM vs. NOP,Ja Morant,1629630,NOP
36,MEM @ NOP,Ja Morant,1629630,NOP
22,MEM @ NOP,Ja Morant,1629630,NOP
12,MEM vs. NOP,Ja Morant,1629630,NOP
24,MEM vs. NOP,Ja Morant,1629630,NOP
28,MEM vs. NOP,Ja Morant,1629630,NOP
16,MEM @ NOP,Ja Morant,1629630,NOP
32,MEM vs. NOP,Ja Morant,1629630,NOP
21,MEM vs. NOP,Ja Morant,1629630,NOP
34,MEM vs. NYK,Ja Morant,1629630,NYK
27,MEM @ NYK,Ja Morant,1629630,NYK
8,MEM vs. NYK,Ja Morant,1629630,NYK
37,MEM vs. NYK,Ja Morant,1629630,NYK
23,MEM @ NYK,Ja Morant,1629630,NYK
26,MEM @ NYK,Ja Morant,1629630,NYK
19,MEM vs. OKC,Ja Morant,1629630,OKC
11,MEM @ OKC,Ja Morant,1629630,OKC
22,MEM @ OKC,Ja Morant,1629630,OKC
17,MEM @ OKC,Ja Morant,1629630,OKC
15,MEM vs. OKC,Ja Morant,1629630,OKC
16,MEM vs. OKC,Ja Morant,1629630,OKC
6,MEM @ OKC,Ja Morant,1629630,OKC
26,MEM vs. OKC,Ja Morant,1629630,OKC
22,MEM @ ORL,Ja Morant,1629630,ORL
25,MEM vs. ORL,Ja Morant,1629630,ORL
32,MEM @ ORL,Ja Morant,1629630,ORL
33,MEM @ ORL,Ja Morant,1629630,ORL
8,MEM vs. ORL,Ja Morant,1629630,ORL
37,MEM @ PHI,Ja Morant,1629630,PHI
17,MEM vs. PHI,Ja Morant,1629630,PHI
15,MEM @ PHI,Ja Morant,1629630,PHI
28,MEM vs. PHI,Ja Morant,1629630,PHI
8,MEM @ PHI,Ja Morant,1629630,PHI
26,MEM vs. PHX,Ja Morant,1629630,PHX
15,MEM @ PHX,Ja Morant,1629630,PHX
27,MEM @ PHX,Ja Morant,1629630,PHX
17,MEM vs. PHX,Ja Morant,1629630,PHX
29,MEM vs. PHX,Ja Morant,1629630,PHX
12,MEM vs. PHX,Ja Morant,1629630,PHX
34,MEM vs. PHX,Ja Morant,1629630,PHX
33,MEM @ PHX,Ja Morant,1629630,PHX
12,MEM @ PHX,Ja Morant,1629630,PHX
17,MEM @ POR,Ja Morant,1629630,POR
20,MEM @ POR,Ja Morant,1629630,POR
44,MEM vs. POR,Ja Morant,1629630,POR
32,MEM vs. POR,Ja Morant,1629630,POR
10,MEM vs. POR,Ja Morant,1629630,POR
28,MEM @ POR,Ja Morant,1629630,POR
33,MEM @ POR,Ja Morant,1629630,POR
23,MEM vs. POR,Ja Morant,1629630,POR
22,MEM @ SAC,Ja Morant,1629630,SAC
34,MEM vs. SAC,Ja Morant,1629630,SAC
12,MEM vs. SAC,Ja Morant,1629630,SAC
35,MEM vs. SAC,Ja Morant,1629630,SAC
16,MEM @ SAC,Ja Morant,1629630,SAC
18,MEM @ SAC,Ja Morant,1629630,SAC
32,MEM @ SAS,Ja Morant,1629630,SAS
19,MEM @ SAS,Ja Morant,1629630,SAS
41,MEM @ SAS,Ja Morant,1629630,SAS
38,MEM vs. SAS,Ja Morant,1629630,SAS
52,MEM vs. SAS,Ja Morant,1629630,SAS
13,MEM @ SAS,Ja Morant,1629630,SAS
30,MEM vs. SAS,Ja Morant,1629630,SAS
44,MEM vs. SAS,Ja Morant,1629630,SAS
23,MEM vs. TOR,Ja Morant,1629630,TOR
12,MEM @ TOR,Ja Morant,1629630,TOR
18,MEM vs. TOR,Ja Morant,1629630,TOR
19,MEM @ TOR,Ja Morant,1629630,TOR
37,MEM @ UTA,Ja Morant,1629630,UTA
32,MEM @ UTA,Ja Morant,1629630,UTA
36,MEM vs. UTA,Ja Morant,1629630,UTA
12,MEM @ UTA,Ja Morant,1629630,UTA
32,MEM @ UTA,Ja Morant,1629630,UTA
30,MEM vs. UTA,Ja Morant,1629630,UTA
20,MEM vs. UTA,Ja Morant,1629630,UTA
23,MEM vs. WAS,Ja Morant,1629630,WAS
11,MEM @ WAS,Ja Morant,1629630,WAS
21,MEM vs. WAS,Ja Morant,1629630,WAS
35,MEM @ WAS,Ja Morant,1629630,WAS
34,MEM vs. WAS,Ja Morant,1629630,WAS
26,MIA vs. ATL,Jimmy Butler,202710,ATL
15,MIA vs. ATL,Jimmy Butler,202710,ATL
13,MIA @ ATL,Jimmy Butler,202710,ATL
34,MIA @ ATL,Jimmy Butler,202710,ATL
23,MIA vs. ATL,Jimmy Butler,202710,ATL
19,MIA @ ATL,Jimmy Butler,202710,ATL
20,MIA vs. ATL,Jimmy Butler,202710,ATL
18,MIA vs. BOS,Jimmy Butler,202710,BOS
20,MIA vs. BOS,Jimmy Butler,202710,BOS
13,MIA @ BOS,Jimmy Butler,202710,BOS
26,MIA @ BOS,Jimmy Butler,202710,BOS
24,MIA @ BOS,Jimmy Butler,202710,BOS
26,MIA vs. BOS,Jimmy Butler,202710,BOS
25,MIA @ BOS,Jimmy Butler,202710,BOS
17,MIA @ BKN,Jimmy Butler,202710,BKN
7,MIA vs. BKN,Jimmy Butler,202710,BKN
18,MIA vs. BKN,Jimmy Butler,202710,BKN
26,MIA vs. BKN,Jimmy Butler,202710,BKN
13,MIA @ BKN,Jimmy Butler,202710,BKN
13,MIA vs. BKN,Jimmy Butler,202710,BKN
32,MIA vs. CHA,Jimmy Butler,202710,CHA
20,MIA vs. CHA,Jimmy Butler,202710,CHA
35,MIA vs. CHA,Jimmy Butler,202710,CHA
18,MIA @ CHA,Jimmy Butler,202710,CHA
20,MIA @ CHA,Jimmy Butler,202710,CHA
28,MIA @ CHA,Jimmy Butler,202710,CHA
28,MIA @ CHA,Jimmy Butler,202710,CHA
15,MIA @ CHA,Jimmy Butler,202710,CHA
27,MIA @ CHA,Jimmy Butler,202710,CHA
25,MIA vs. CHA,Jimmy Butler,202710,CHA
24,MIA vs. CHI,Jimmy Butler,202710,CHI
18,MIA @ CHI,Jimmy Butler,202710,CHI
24,MIA @ CHI,Jimmy Butler,202710,CHI
28,MIA @ CHI,Jimmy Butler,202710,CHI
15,MIA vs. CHI,Jimmy Butler,202710,CHI
33,MIA vs. CHI,Jimmy Butler,202710,CHI
20,MIA vs. CHI,Jimmy Butler,202710,CHI
22,MIA @ CHI,Jimmy Butler,202710,CHI
15,MIA @ CLE,Jimmy Butler,202710,CLE
28,MIA vs. CLE,Jimmy Butler,202710,CLE
24,MIA vs. CLE,Jimmy Butler,202710,CLE
33,MIA vs. CLE,Jimmy Butler,202710,CLE
28,MIA vs. CLE,Jimmy Butler,202710,CLE
23,MIA @ CLE,Jimmy Butler,202710,CLE
15,MIA vs. CLE,Jimmy Butler,202710,CLE
23,MIA @ DAL,Jimmy Butler,202710,DAL
12,MIA @ DAL,Jimmy Butler,202710,DAL
2,MIA @ DAL,Jimmy Butler,202710,DAL
29,MIA vs. DAL,Jimmy Butler,202710,DAL
35,MIA vs. DAL,Jimmy Butler,202710,DAL
31,MIA @ DEN,Jimmy Butler,202710,DEN
24,MIA vs. DEN,Jimmy Butler,202710,DEN
17,MIA @ DEN,Jimmy Butler,202710,DEN
13,MIA @ DEN,Jimmy Butler,202710,DEN
15,MIA @ DET,Jimmy Butler,202710,DET
26,MIA @ DET,Jimmy Butler,202710,DET
8,MIA vs. DET,Jimmy Butler,202710,DET
27,MIA @ DET,Jimmy Butler,202710,DET
27,MIA @ GSW,Jimmy Butler,202710,GSW
23,MIA vs. GSW,Jimmy Butler,202710,GSW
20,MIA vs. GSW,Jimmy Butler,202710,GSW
22,MIA @ GSW,Jimmy Butler,202710,GSW
13,MIA @ GSW,Jimmy Butler,202710,GSW
22,MIA vs. GSW,Jimmy Butler,202710,GSW
21,MIA vs. HOU,Jimmy Butler,202710,HOU
27,MIA @ HOU,Jimmy Butler,202710,HOU
16,MIA vs. HOU,Jimmy Butler,202710,HOU
37,MIA @ HOU,Jimmy Butler,202710,HOU
20,MIA @ HOU,Jimmy Butler,202710,HOU
19,MIA @ IND,Jimmy Butler,202710,IND
18,MIA @ IND,Jimmy Butler,202710,IND
21,MIA vs. IND,Jimmy Butler,202710,IND
17,MIA vs. IND,Jimmy Butler,202710,IND
25,MIA vs. IND,Jimmy Butler,202710,IND
20,MIA vs. IND,Jimmy Butler,202710,IND
20,MIA @ IND,Jimmy Butler,202710,IND
26,MIA vs. LAC,Jimmy Butler,202710,LAC
9,MIA @ LAC,Jimmy Butler,202710,LAC
30,MIA @ LAC,Jimmy Butler,202710,LAC
26,MIA vs. LAC,Jimmy Butler,202710,LAC
7,MIA @ LAL,Jimmy Butler,202710,LAL
20,MIA vs. LAL,Jimmy Butler,202710,LAL
27,MIA @ LAL,Jimmy Butler,202710,LAL
24,MIA @ LAL,Jimmy Butler,202710,LAL
27,MIA vs. LAL,Jimmy Butler,202710,LAL
28,MIA vs. LAL,Jimmy Butler,202710,LAL
27,MIA @ MEM,Jimmy Butler,202710,MEM
24,MIA @ MEM,Jimmy Butler,202710,MEM
23,MIA vs. MEM,Jimmy Butler,202710,MEM
10,MIA vs. MEM,Jimmy Butler,202710,MEM
18,MIA @ MEM,Jimmy Butler,202710,MEM
28,MIA vs. MEM,Jimmy Butler,202710,MEM
21,MIA vs. MIL,Jimmy Butler,202710,MIL
6,MIA @ MIL,Jimmy Butler,202710,MIL
16,MIA vs. MIL,Jimmy Butler,202710,MIL
17,MIA vs. MIL,Jimmy Butler,202710,MIL
23,MIA @ MIL,Jimmy Butler,202710,MIL
32,MIA @ MIL,Jimmy Butler,202710,MIL
16,MIA @ MIN,Jimmy Butler,202710,MIN
25,MIA vs. MIN,Jimmy Butler,202710,MIN
30,MIA @ MIN,Jimmy Butler,202710,MIN
31,MIA vs. NOP,Jimmy Butler,202710,NOP
29,MIA @ NOP,Jimmy Butler,202710,NOP
18,MIA vs. NOP,Jimmy Butler,202710,NOP
18,MIA @ NOP,Jimmy Butler,202710,NOP
29,MIA @ NOP,Jimmy Butler,202710,NOP
4,MIA vs. NOP,Jimmy Butler,202710,NOP
12,MIA @ NYK,Jimmy Butler,202710,NYK
27,MIA @ NYK,Jimmy Butler,202710,NYK
30,MIA vs. NYK,Jimmy Butler,202710,NYK
35,MIA vs. NYK,Jimmy Butler,202710,NYK
33,MIA vs. NYK,Jimmy Butler,202710,NYK
22,MIA vs. NYK,Jimmy Butler,202710,NYK
23,MIA @ NYK,Jimmy Butler,202710,NYK
26,MIA vs. NYK,Jimmy Butler,202710,NYK
17,MIA @ NYK,Jimmy Butler,202710,NYK
10,MIA @ NYK,Jimmy Butler,202710,NYK
35,MIA vs. OKC,Jimmy Butler,202710,OKC
18,MIA vs. OKC,Jimmy Butler,202710,OKC
15,MIA @ OKC,Jimmy Butler,202710,OKC
36,MIA vs. ORL,Jimmy Butler,202710,ORL
29,MIA @ ORL,Jimmy Butler,202710,ORL
38,MIA @ ORL,Jimmy Butler,202710,ORL
27,MIA vs. ORL,Jimmy Butler,202710,ORL
29,MIA vs. ORL,Jimmy Butler,202710,ORL
22,MIA @ ORL,Jimmy Butler,202710,ORL
17,MIA vs. ORL,Jimmy Butler,202710,ORL
19,MIA @ ORL,Jimmy Butler,202710,ORL
21,MIA vs. PHI,Jimmy Butler,202710,PHI
27,MIA @ PHI,Jimmy Butler,202710,PHI
21,MIA vs. PHI,Jimmy Butler,202710,PHI
16,MIA vs. PHI,Jimmy Butler,202710,PHI
8,MIA vs. PHI,Jimmy Butler,202710,PHI
23,MIA @ PHI,Jimmy Butler,202710,PHI
24,MIA @ PHI,Jimmy Butler,202710,PHI
16,MIA vs. PHX,Jimmy Butler,202710,PHX
14,MIA vs. PHX,Jimmy Butler,202710,PHX
20,MIA @ PHX,Jimmy Butler,202710,PHX
18,MIA @ PHX,Jimmy Butler,202710,PHX
17,MIA @ POR,Jimmy Butler,202710,POR
16,MIA vs. POR,Jimmy Butler,202710,POR
4,MIA vs. POR,Jimmy Butler,202710,POR
20,MIA @ POR,Jimmy Butler,202710,POR
13,MIA @ SAC,Jimmy Butler,202710,SAC
27,MIA vs. SAC,Jimmy Butler,202710,SAC
30,MIA vs. SAC,Jimmy Butler,202710,SAC
21,MIA @ SAC,Jimmy Butler,202710,SAC
13,MIA @ SAC,Jimmy Butler,202710,SAC
27,MIA vs. SAS,Jimmy Butler,202710,SAS
17,MIA @ SAS,Jimmy Butler,202710,SAS
26,MIA @ SAS,Jimmy Butler,202710,SAS
30,MIA vs. SAS,Jimmy Butler,202710,SAS
29,MIA vs. SAS,Jimmy Butler,202710,SAS
18,MIA @ SAS,Jimmy Butler,202710,SAS
26,MIA vs. TOR,Jimmy Butler,202710,TOR
24,MIA vs. TOR,Jimmy Butler,202710,TOR
13,MIA @ TOR,Jimmy Butler,202710,TOR
37,MIA vs. TOR,Jimmy Butler,202710,TOR
19,MIA vs. TOR,Jimmy Butler,202710,TOR
27,MIA vs. TOR,Jimmy Butler,202710,TOR
16,MIA @ TOR,Jimmy Butler,202710,TOR
27,MIA vs. UTA,Jimmy Butler,202710,UTA
24,MIA vs. UTA,Jimmy Butler,202710,UTA
33,MIA vs. UTA,Jimmy Butler,202710,UTA
15,MIA @ UTA,Jimmy Butler,202710,UTA
29,MIA @ WAS,Jimmy Butler,202710,WAS
32,MIA vs. WAS,Jimmy Butler,202710,WAS
26,MIA @ WAS,Jimmy Butler,202710,WAS
19,MIA @ WAS,Jimmy Butler,202710,WAS
14,MIA vs. WAS,Jimmy Butler,202710,WAS
19,MIA vs. WAS,Jimmy Butler,202710,WAS
25,MIA vs. WAS,Jimmy Butler,202710,WAS
34,MIL vs. ATL,Giannis Antetokounmpo,203507,ATL
27,MIL vs. ATL,Giannis Antetokounmpo,203507,ATL
26,MIL @ ATL,Giannis Antetokounmpo,203507,ATL
25,MIL @ ATL,Giannis Antetokounmpo,203507,ATL
43,MIL vs. ATL,Giannis Antetokounmpo,203507,ATL
27,MIL vs. ATL,Giannis Antetokounmpo,203507,ATL
27,MIL @ ATL,Giannis Antetokounmpo,203507,ATL
7,MIL @ ATL,Giannis Antetokounmpo,203507,ATL
31,MIL @ ATL,Giannis Antetokounmpo,203507,ATL
15,MIL @ ATL,Giannis Antetokounmpo,203507,ATL
24,MIL vs. BOS,Giannis Antetokounmpo,203507,BOS
16,MIL vs. BOS,Giannis Antetokounmpo,203507,BOS
13,MIL vs. BOS,Giannis Antetokounmpo,203507,BOS
36,MIL vs. BOS,Giannis Antetokounmpo,203507,BOS
27,MIL @ BOS,Giannis Antetokounmpo,203507,BOS
36,MIL vs. BOS,Giannis Antetokounmpo,203507,BOS
35,MIL @ BOS,Giannis Antetokounmpo,203507,BOS
20,MIL @ BOS,Giannis Antetokounmpo,203507,BOS
29,MIL vs. BOS,Giannis Antetokounmpo,203507,BOS
43,MIL vs. BKN,Giannis Antetokounmpo,203507,BKN
32,MIL vs. BKN,Giannis Antetokounmpo,203507,BKN
36,MIL vs. BKN,Giannis Antetokounmpo,203507,BKN
49,MIL vs. BKN,Giannis Antetokounmpo,203507,BKN
44,MIL @ BKN,Giannis Antetokounmpo,203507,BKN
34,MIL @ BKN,Giannis Antetokounmpo,203507,BKN
31,MIL @ BKN,Giannis Antetokounmpo,203507,BKN
33,MIL @ BKN,Giannis Antetokounmpo,203507,BKN
29,MIL vs. BKN,Giannis Antetokounmpo,203507,BKN
26,MIL @ BKN,Giannis Antetokounmpo,203507,BKN
34,MIL vs. CHA,Giannis Antetokounmpo,203507,CHA
34,MIL @ CHA,Giannis Antetokounmpo,203507,CHA
26,MIL @ CHA,Giannis Antetokounmpo,203507,CHA
43,MIL @ CHA,Giannis Antetokounmpo,203507,CHA
9,MIL vs. CHA,Giannis Antetokounmpo,203507,CHA
26,MIL vs. CHA,Giannis Antetokounmpo,203507,CHA
40,MIL vs. CHA,Giannis Antetokounmpo,203507,CHA
29,MIL @ CHA,Giannis Antetokounmpo,203507,CHA
36,MIL vs. CHI,Giannis Antetokounmpo,203507,CHI
25,MIL vs. CHI,Giannis Antetokounmpo,203507,CHI
34,MIL @ CHI,Giannis Antetokounmpo,203507,CHI
30,MIL vs. CHI,Giannis Antetokounmpo,203507,CHI
29,MIL vs. CHI,Giannis Antetokounmpo,203507,CHI
2,MIL @ CHI,Giannis Antetokounmpo,203507,CHI
45,MIL @ CHI,Giannis Antetokounmpo,203507,CHI
18,MIL @ CHI,Giannis Antetokounmpo,203507,CHI
38,MIL vs. CLE,Giannis Antetokounmpo,203507,CLE
16,MIL vs. CLE,Giannis Antetokounmpo,203507,CLE
26,MIL @ CLE,Giannis Antetokounmpo,203507,CLE
24,MIL @ CLE,Giannis Antetokounmpo,203507,CLE
33,MIL @ CLE,Giannis Antetokounmpo,203507,CLE
45,MIL @ CLE,Giannis Antetokounmpo,203507,CLE
27,MIL vs. CLE,Giannis Antetokounmpo,203507,CLE
30,MIL vs. DAL,Giannis Antetokounmpo,203507,DAL
31,MIL vs. DAL,Giannis Antetokounmpo,203507,DAL
28,MIL @ DAL,Giannis Antetokounmpo,203507,DAL
28,MIL vs. DAL,Giannis Antetokounmpo,203507,DAL
24,MIL @ DEN,Giannis Antetokounmpo,203507,DEN
31,MIL @ DEN,Giannis Antetokounmpo,203507,DEN
27,MIL vs. DEN,Giannis Antetokounmpo,203507,DEN
29,MIL vs. DEN,Giannis Antetokounmpo,203507,DEN
33,MIL vs. DEN,Giannis Antetokounmpo,203507,DEN
30,MIL @ DEN,Giannis Antetokounmpo,203507,DEN
31,MIL vs. DET,Giannis Antetokounmpo,203507,DET
33,MIL vs. DET,Giannis Antetokounmpo,203507,DET
32,MIL vs. DET,Giannis Antetokounmpo,203507,DET
28,MIL @ DET,Giannis Antetokounmpo,203507,DET
29,MIL @ DET,Giannis Antetokounmpo,203507,DET
22,MIL @ DET,Giannis Antetokounmpo,203507,DET
25,MIL vs. DET,Giannis Antetokounmpo,203507,DET
43,MIL vs. DET,Giannis Antetokounmpo,203507,DET
31,MIL vs. DET,Giannis Antetokounmpo,203507,DET
30,MIL @ DET,Giannis Antetokounmpo,203507,DET
31,MIL @ GSW,Giannis Antetokounmpo,203507,GSW
30,MIL vs. GSW,Giannis Antetokounmpo,203507,GSW
15,MIL vs. GSW,Giannis Antetokounmpo,203507,GSW
30,MIL vs. GSW,Giannis Antetokounmpo,203507,GSW
44,MIL vs. HOU,Giannis Antetokounmpo,203507,HOU
17,MIL vs. HOU,Giannis Antetokounmpo,203507,HOU
16,MIL @ HOU,Giannis Antetokounmpo,203507,HOU
41,MIL @ HOU,Giannis Antetokounmpo,203507,HOU
1,MIL @ HOU,Giannis Antetokounmpo,203507,HOU
30,MIL @ IND,Giannis Antetokounmpo,203507,IND
26,MIL @ IND,Giannis Antetokounmpo,203507,IND
40,MIL @ IND,Giannis Antetokounmpo,203507,IND
38,MIL @ IND,Giannis Antetokounmpo,203507,IND
25,MIL vs. IND,Giannis Antetokounmpo,203507,IND
41,MIL @ IND,Giannis Antetokounmpo,203507,IND
50,MIL vs. IND,Giannis Antetokounmpo,203507,IND
21,MIL vs. IND,Giannis Antetokounmpo,203507,IND
32,MIL @ LAC,Giannis Antetokounmpo,203507,LAC
36,MIL vs. LAC,Giannis Antetokounmpo,203507,LAC
35,MIL @ LAC,Giannis Antetokounmpo,203507,LAC
28,MIL @ LAC,Giannis Antetokounmpo,203507,LAC
54,MIL vs. LAC,Giannis Antetokounmpo,203507,LAC
47,MIL vs. LAL,Giannis Antetokounmpo,203507,LAL
25,MIL @ LAL,Giannis Antetokounmpo,203507,LAL
25,MIL vs. LAL,Giannis Antetokounmpo,203507,LAL
38,MIL @ LAL,Giannis Antetokounmpo,203507,LAL
44,MIL @ LAL,Giannis Antetokounmpo,203507,LAL
40,MIL vs. LAL,Giannis Antetokounmpo,203507,LAL
30,MIL @ MEM,Giannis Antetokounmpo,203507,MEM
26,MIL @ MEM,Giannis Antetokounmpo,203507,MEM
33,MIL vs. MEM,Giannis Antetokounmpo,203507,MEM
19,MIL @ MEM,Giannis Antetokounmpo,203507,MEM
28,MIL vs. MEM,Giannis Antetokounmpo,203507,MEM
15,MIL @ MIA,Giannis Antetokounmpo,203507,MIA
15,MIL vs. MIA,Giannis Antetokounmpo,203507,MIA
28,MIL vs. MIA,Giannis Antetokounmpo,203507,MIA
4,MIL vs. MIA,Giannis Antetokounmpo,203507,MIA
35,MIL vs. MIA,Giannis Antetokounmpo,203507,MIA
26,MIL @ MIA,Giannis Antetokounmpo,203507,MIA
9,MIL @ MIA,Giannis Antetokounmpo,203507,MIA
15,MIL @ MIA,Giannis Antetokounmpo,203507,MIA
40,MIL vs. MIN,Giannis Antetokounmpo,203507,MIN
26,MIL @ MIN,Giannis Antetokounmpo,203507,MIN
37,MIL vs. MIN,Giannis Antetokounmpo,203507,MIN
43,MIL vs. MIN,Giannis Antetokounmpo,203507,MIN
50,MIL vs. NOP,Giannis Antetokounmpo,203507,NOP
38,MIL @ NOP,Giannis Antetokounmpo,203507,NOP
