PTS,MATCHUP,Player Name,Player ID,Opponent Team
18,NYK vs. PHX,Julius Randle,203944,PHX
23,NYK vs. POR,Julius Randle,203944,POR
20,NYK vs. POR,Julius Randle,203944,POR
24,NYK @ POR,Julius Randle,203944,POR
25,NYK @ POR,Julius Randle,203944,POR
28,NYK @ POR,Julius Randle,203944,POR
22,NYK vs. POR,Julius Randle,203944,POR
23,NYK @ SAC,Julius Randle,203944,SAC
46,NYK @ SAC,Julius Randle,203944,SAC
17,NYK vs. SAC,Julius Randle,203944,SAC
26,NYK @ SAC,Julius Randle,203944,SAC
21,NYK vs. SAC,Julius Randle,203944,SAC
27,NYK vs. SAC,Julius Randle,203944,SAC
25,NYK vs. SAS,Julius Randle,203944,SAS
14,NYK @ SAS,Julius Randle,203944,SAS
2,NYK vs. SAS,Julius Randle,203944,SAS
25,NYK vs. SAS,Julius Randle,203944,SAS
41,NYK @ SAS,Julius Randle,203944,SAS
15,NYK @ SAS,Julius Randle,203944,SAS
22,NYK vs. TOR,Julius Randle,203944,TOR
23,NYK @ TOR,Julius Randle,203944,TOR
21,NYK vs. TOR,Julius Randle,203944,TOR
32,NYK @ TOR,Julius Randle,203944,TOR
16,NYK @ TOR,Julius Randle,203944,TOR
30,NYK vs. TOR,Julius Randle,203944,TOR
13,NYK @ TOR,Julius Randle,203944,TOR
31,NYK vs. TOR,Julius Randle,203944,TOR
26,NYK vs. TOR,Julius Randle,203944,TOR
15,NYK @ UTA,Julius Randle,203944,UTA
13,NYK vs. UTA,Julius Randle,203944,UTA
18,NYK @ UTA,Julius Randle,203944,UTA
30,NYK vs. UTA,Julius Randle,203944,UTA
31,NYK vs. UTA,Julius Randle,203944,UTA
30,NYK @ UTA,Julius Randle,203944,UTA
13,NYK vs. WAS,Julius Randle,203944,WAS
37,NYK vs. WAS,Julius Randle,203944,WAS
18,NYK vs. WAS,Julius Randle,203944,WAS
14,NYK vs. WAS,Julius Randle,203944,WAS
23,NYK @ WAS,Julius Randle,203944,WAS
46,NYK @ WAS,Julius Randle,203944,WAS
24,NYK @ WAS,Julius Randle,203944,WAS
23,NYK vs. WAS,Julius Randle,203944,WAS
19,OKC @ ATL,Shai Gilgeous-Alexander,1628983,ATL
36,OKC vs. ATL,Shai Gilgeous-Alexander,1628983,ATL
24,OKC vs. ATL,Shai Gilgeous-Alexander,1628983,ATL
35,OKC @ ATL,Shai Gilgeous-Alexander,1628983,ATL
14,OKC @ BOS,Shai Gilgeous-Alexander,1628983,BOS
37,OKC @ BOS,Shai Gilgeous-Alexander,1628983,BOS
31,OKC vs. BOS,Shai Gilgeous-Alexander,1628983,BOS
23,OKC vs. BKN,Shai Gilgeous-Alexander,1628983,BKN
35,OKC vs. BKN,Shai Gilgeous-Alexander,1628983,BKN
24,OKC vs. BKN,Shai Gilgeous-Alexander,1628983,BKN
28,OKC @ BKN,Shai Gilgeous-Alexander,1628983,BKN
33,OKC @ BKN,Shai Gilgeous-Alexander,1628983,BKN
31,OKC @ BKN,Shai Gilgeous-Alexander,1628983,BKN
32,OKC vs. CHA,Shai Gilgeous-Alexander,1628983,CHA
29,OKC @ CHA,Shai Gilgeous-Alexander,1628983,CHA
28,OKC @ CHA,Shai Gilgeous-Alexander,1628983,CHA
24,OKC @ CHA,Shai Gilgeous-Alexander,1628983,CHA
30,OKC vs. CHI,Shai Gilgeous-Alexander,1628983,CHI
21,OKC @ CHI,Shai Gilgeous-Alexander,1628983,CHI
31,OKC vs. CHI,Shai Gilgeous-Alexander,1628983,CHI
33,OKC vs. CHI,Shai Gilgeous-Alexander,1628983,CHI
21,OKC @ CHI,Shai Gilgeous-Alexander,1628983,CHI
35,OKC vs. CLE,Shai Gilgeous-Alexander,1628983,CLE
29,OKC @ CLE,Shai Gilgeous-Alexander,1628983,CLE
21,OKC vs. CLE,Shai Gilgeous-Alexander,1628983,CLE
31,OKC @ CLE,Shai Gilgeous-Alexander,1628983,CLE
23,OKC @ CLE,Shai Gilgeous-Alexander,1628983,CLE
38,OKC @ DAL,Shai Gilgeous-Alexander,1628983,DAL
32,OKC vs. DAL,Shai Gilgeous-Alexander,1628983,DAL
15,OKC @ DAL,Shai Gilgeous-Alexander,1628983,DAL
34,OKC @ DAL,Shai Gilgeous-Alexander,1628983,DAL
33,OKC vs. DAL,Shai Gilgeous-Alexander,1628983,DAL
42,OKC @ DAL,Shai Gilgeous-Alexander,1628983,DAL
18,OKC vs. DAL,Shai Gilgeous-Alexander,1628983,DAL
28,OKC @ DEN,Shai Gilgeous-Alexander,1628983,DEN
31,OKC vs. DEN,Shai Gilgeous-Alexander,1628983,DEN
37,OKC vs. DEN,Shai Gilgeous-Alexander,1628983,DEN
29,OKC @ DEN,Shai Gilgeous-Alexander,1628983,DEN
34,OKC @ DEN,Shai Gilgeous-Alexander,1628983,DEN
14,OKC @ DEN,Shai Gilgeous-Alexander,1628983,DEN
8,OKC vs. DEN,Shai Gilgeous-Alexander,1628983,DEN
13,OKC vs. DEN,Shai Gilgeous-Alexander,1628983,DEN
27,OKC vs. DEN,Shai Gilgeous-Alexander,1628983,DEN
33,OKC @ DET,Shai Gilgeous-Alexander,1628983,DET
30,OKC @ DET,Shai Gilgeous-Alexander,1628983,DET
15,OKC @ GSW,Shai Gilgeous-Alexander,1628983,GSW
30,OKC vs. GSW,Shai Gilgeous-Alexander,1628983,GSW
33,OKC vs. GSW,Shai Gilgeous-Alexander,1628983,GSW
31,OKC vs. GSW,Shai Gilgeous-Alexander,1628983,GSW
20,OKC @ GSW,Shai Gilgeous-Alexander,1628983,GSW
32,OKC @ GSW,Shai Gilgeous-Alexander,1628983,GSW
13,OKC @ HOU,Shai Gilgeous-Alexander,1628983,HOU
22,OKC @ HOU,Shai Gilgeous-Alexander,1628983,HOU
32,OKC @ HOU,Shai Gilgeous-Alexander,1628983,HOU
15,OKC vs. HOU,Shai Gilgeous-Alexander,1628983,HOU
29,OKC vs. HOU,Shai Gilgeous-Alexander,1628983,HOU
42,OKC vs. HOU,Shai Gilgeous-Alexander,1628983,HOU
24,OKC @ HOU,Shai Gilgeous-Alexander,1628983,HOU
19,OKC vs. HOU,Shai Gilgeous-Alexander,1628983,HOU
39,OKC vs. HOU,Shai Gilgeous-Alexander,1628983,HOU
39,OKC @ IND,Shai Gilgeous-Alexander,1628983,IND
10,OKC vs. IND,Shai Gilgeous-Alexander,1628983,IND
23,OKC vs. IND,Shai Gilgeous-Alexander,1628983,IND
36,OKC @ IND,Shai Gilgeous-Alexander,1628983,IND
24,OKC vs. LAC,Shai Gilgeous-Alexander,1628983,LAC
33,OKC vs. LAC,Shai Gilgeous-Alexander,1628983,LAC
28,OKC @ LAC,Shai Gilgeous-Alexander,1628983,LAC
30,OKC @ LAC,Shai Gilgeous-Alexander,1628983,LAC
31,OKC @ LAC,Shai Gilgeous-Alexander,1628983,LAC
23,OKC @ LAC,Shai Gilgeous-Alexander,1628983,LAC
30,OKC @ LAC,Shai Gilgeous-Alexander,1628983,LAC
18,OKC vs. LAC,Shai Gilgeous-Alexander,1628983,LAC
27,OKC vs. LAL,Shai Gilgeous-Alexander,1628983,LAL
28,OKC @ LAL,Shai Gilgeous-Alexander,1628983,LAL
27,OKC @ LAL,Shai Gilgeous-Alexander,1628983,LAL
17,OKC vs. LAL,Shai Gilgeous-Alexander,1628983,LAL
29,OKC @ LAL,Shai Gilgeous-Alexander,1628983,LAL
30,OKC @ LAL,Shai Gilgeous-Alexander,1628983,LAL
11,OKC vs. LAL,Shai Gilgeous-Alexander,1628983,LAL
15,OKC @ MEM,Shai Gilgeous-Alexander,1628983,MEM
30,OKC vs. MEM,Shai Gilgeous-Alexander,1628983,MEM
31,OKC vs. MEM,Shai Gilgeous-Alexander,1628983,MEM
22,OKC @ MEM,Shai Gilgeous-Alexander,1628983,MEM
23,OKC @ MEM,Shai Gilgeous-Alexander,1628983,MEM
26,OKC @ MEM,Shai Gilgeous-Alexander,1628983,MEM
10,OKC vs. MIA,Shai Gilgeous-Alexander,1628983,MIA
26,OKC @ MIA,Shai Gilgeous-Alexander,1628983,MIA
26,OKC @ MIA,Shai Gilgeous-Alexander,1628983,MIA
18,OKC @ MIA,Shai Gilgeous-Alexander,1628983,MIA
27,OKC vs. MIA,Shai Gilgeous-Alexander,1628983,MIA
27,OKC vs. MIA,Shai Gilgeous-Alexander,1628983,MIA
17,OKC @ MIL,Shai Gilgeous-Alexander,1628983,MIL
39,OKC vs. MIL,Shai Gilgeous-Alexander,1628983,MIL
18,OKC @ MIL,Shai Gilgeous-Alexander,1628983,MIL
33,OKC vs. MIL,Shai Gilgeous-Alexander,1628983,MIL
16,OKC @ MIL,Shai Gilgeous-Alexander,1628983,MIL
32,OKC @ MIN,Shai Gilgeous-Alexander,1628983,MIN
31,OKC @ MIN,Shai Gilgeous-Alexander,1628983,MIN
8,OKC @ MIN,Shai Gilgeous-Alexander,1628983,MIN
33,OKC vs. MIN,Shai Gilgeous-Alexander,1628983,MIN
12,OKC vs. MIN,Shai Gilgeous-Alexander,1628983,MIN
19,OKC @ MIN,Shai Gilgeous-Alexander,1628983,MIN
31,OKC vs. MIN,Shai Gilgeous-Alexander,1628983,MIN
35,OKC vs. MIN,Shai Gilgeous-Alexander,1628983,MIN
33,OKC @ MIN,Shai Gilgeous-Alexander,1628983,MIN
31,OKC @ NOP,Shai Gilgeous-Alexander,1628983,NOP
24,OKC @ NOP,Shai Gilgeous-Alexander,1628983,NOP
35,OKC @ NOP,Shai Gilgeous-Alexander,1628983,NOP
21,OKC @ NOP,Shai Gilgeous-Alexander,1628983,NOP
24,OKC vs. NOP,Shai Gilgeous-Alexander,1628983,NOP
8,OKC vs. NOP,Shai Gilgeous-Alexander,1628983,NOP
31,OKC vs. NOP,Shai Gilgeous-Alexander,1628983,NOP
44,OKC vs. NOP,Shai Gilgeous-Alexander,1628983,NOP
33,OKC vs. NOP,Shai Gilgeous-Alexander,1628983,NOP
30,OKC vs. NYK,Shai Gilgeous-Alexander,1628983,NYK
37,OKC @ NYK,Shai Gilgeous-Alexander,1628983,NYK
25,OKC @ NYK,Shai Gilgeous-Alexander,1628983,NYK
23,OKC vs. NYK,Shai Gilgeous-Alexander,1628983,NYK
34,OKC vs. ORL,Shai Gilgeous-Alexander,1628983,ORL
33,OKC @ ORL,Shai Gilgeous-Alexander,1628983,ORL
16,OKC @ ORL,Shai Gilgeous-Alexander,1628983,ORL
23,OKC vs. ORL,Shai Gilgeous-Alexander,1628983,ORL
29,OKC vs. PHI,Shai Gilgeous-Alexander,1628983,PHI
37,OKC @ PHI,Shai Gilgeous-Alexander,1628983,PHI
14,OKC vs. PHI,Shai Gilgeous-Alexander,1628983,PHI
40,OKC vs. PHX,Shai Gilgeous-Alexander,1628983,PHX
21,OKC @ PHX,Shai Gilgeous-Alexander,1628983,PHX
32,OKC vs. PHX,Shai Gilgeous-Alexander,1628983,PHX
29,OKC @ PHX,Shai Gilgeous-Alexander,1628983,PHX
39,OKC vs. PHX,Shai Gilgeous-Alexander,1628983,PHX
31,OKC @ POR,Shai Gilgeous-Alexander,1628983,POR
24,OKC @ POR,Shai Gilgeous-Alexander,1628983,POR
44,OKC @ POR,Shai Gilgeous-Alexander,1628983,POR
27,OKC vs. POR,Shai Gilgeous-Alexander,1628983,POR
35,OKC vs. POR,Shai Gilgeous-Alexander,1628983,POR
22,OKC vs. SAC,Shai Gilgeous-Alexander,1628983,SAC
37,OKC @ SAC,Shai Gilgeous-Alexander,1628983,SAC
37,OKC vs. SAC,Shai Gilgeous-Alexander,1628983,SAC
33,OKC @ SAC,Shai Gilgeous-Alexander,1628983,SAC
14,OKC vs. SAS,Shai Gilgeous-Alexander,1628983,SAS
34,OKC @ SAS,Shai Gilgeous-Alexander,1628983,SAS
33,OKC @ SAS,Shai Gilgeous-Alexander,1628983,SAS
13,OKC @ SAS,Shai Gilgeous-Alexander,1628983,SAS
20,OKC vs. SAS,Shai Gilgeous-Alexander,1628983,SAS
42,OKC vs. SAS,Shai Gilgeous-Alexander,1628983,SAS
28,OKC vs. SAS,Shai Gilgeous-Alexander,1628983,SAS
20,OKC vs. TOR,Shai Gilgeous-Alexander,1628983,TOR
29,OKC @ TOR,Shai Gilgeous-Alexander,1628983,TOR
26,OKC @ TOR,Shai Gilgeous-Alexander,1628983,TOR
18,OKC @ UTA,Shai Gilgeous-Alexander,1628983,UTA
33,OKC vs. UTA,Shai Gilgeous-Alexander,1628983,UTA
38,OKC vs. UTA,Shai Gilgeous-Alexander,1628983,UTA
39,OKC @ UTA,Shai Gilgeous-Alexander,1628983,UTA
23,OKC vs. UTA,Shai Gilgeous-Alexander,1628983,UTA
22,OKC @ UTA,Shai Gilgeous-Alexander,1628983,UTA
15,OKC vs. WAS,Shai Gilgeous-Alexander,1628983,WAS
42,OKC @ WAS,Shai Gilgeous-Alexander,1628983,WAS
32,OKC @ WAS,Shai Gilgeous-Alexander,1628983,WAS
30,OKC vs. WAS,Shai Gilgeous-Alexander,1628983,WAS
19,PHI vs. ATL,Joel Embiid,203954,ATL
30,PHI vs. ATL,Joel Embiid,203954,ATL
42,PHI vs. ATL,Joel Embiid,203954,ATL
26,PHI @ ATL,Joel Embiid,203954,ATL
24,PHI @ ATL,Joel Embiid,203954,ATL
23,PHI vs. ATL,Joel Embiid,203954,ATL
28,PHI @ ATL,Joel Embiid,203954,ATL
18,PHI vs. ATL,Joel Embiid,203954,ATL
17,PHI vs. ATL,Joel Embiid,203954,ATL
26,PHI @ BOS,Joel Embiid,203954,BOS
38,PHI vs. BOS,Joel Embiid,203954,BOS
42,PHI vs. BOS,Joel Embiid,203954,BOS
25,PHI vs. BOS,Joel Embiid,203954,BOS
41,PHI vs. BOS,Joel Embiid,203954,BOS
19,PHI vs. BOS,Joel Embiid,203954,BOS
28,PHI @ BOS,Joel Embiid,203954,BOS
41,PHI @ BOS,Joel Embiid,203954,BOS
13,PHI @ BOS,Joel Embiid,203954,BOS
35,PHI @ BOS,Joel Embiid,203954,BOS
19,PHI vs. BKN,Joel Embiid,203954,BKN
27,PHI vs. BKN,Joel Embiid,203954,BKN
26,PHI vs. BKN,Joel Embiid,203954,BKN
20,PHI @ BKN,Joel Embiid,203954,BKN
37,PHI @ BKN,Joel Embiid,203954,BKN
33,PHI vs. BKN,Joel Embiid,203954,BKN
34,PHI @ BKN,Joel Embiid,203954,BKN
32,PHI @ BKN,Joel Embiid,203954,BKN
39,PHI vs. BKN,Joel Embiid,203954,BKN
38,PHI @ CHA,Joel Embiid,203954,CHA
31,PHI vs. CHA,Joel Embiid,203954,CHA
14,PHI vs. CHA,Joel Embiid,203954,CHA
19,PHI vs. CHA,Joel Embiid,203954,CHA
34,PHI @ CHA,Joel Embiid,203954,CHA
53,PHI vs. CHA,Joel Embiid,203954,CHA
32,PHI @ CHA,Joel Embiid,203954,CHA
43,PHI @ CHA,Joel Embiid,203954,CHA
29,PHI vs. CHA,Joel Embiid,203954,CHA
25,PHI @ CHI,Joel Embiid,203954,CHI
30,PHI @ CHI,Joel Embiid,203954,CHI
18,PHI vs. CHI,Joel Embiid,203954,CHI
13,PHI @ CHI,Joel Embiid,203954,CHI
12,PHI @ CHI,Joel Embiid,203954,CHI
37,PHI vs. CHI,Joel Embiid,203954,CHI
43,PHI vs. CHI,Joel Embiid,203954,CHI
50,PHI vs. CHI,Joel Embiid,203954,CHI
40,PHI @ CHI,Joel Embiid,203954,CHI
19,PHI @ CLE,Joel Embiid,203954,CLE
35,PHI @ CLE,Joel Embiid,203954,CLE
36,PHI @ CLE,Joel Embiid,203954,CLE
22,PHI vs. CLE,Joel Embiid,203954,CLE
42,PHI vs. CLE,Joel Embiid,203954,CLE
29,PHI vs. CLE,Joel Embiid,203954,CLE
40,PHI vs. CLE,Joel Embiid,203954,CLE
44,PHI @ CLE,Joel Embiid,203954,CLE
25,PHI vs. DAL,Joel Embiid,203954,DAL
32,PHI vs. DAL,Joel Embiid,203954,DAL
35,PHI @ DAL,Joel Embiid,203954,DAL
23,PHI vs. DAL,Joel Embiid,203954,DAL
27,PHI @ DAL,Joel Embiid,203954,DAL
36,PHI @ DAL,Joel Embiid,203954,DAL
34,PHI vs. DEN,Joel Embiid,203954,DEN
47,PHI vs. DEN,Joel Embiid,203954,DEN
30,PHI vs. DET,Joel Embiid,203954,DET
19,PHI @ DET,Joel Embiid,203954,DET
29,PHI vs. DET,Joel Embiid,203954,DET
37,PHI @ DET,Joel Embiid,203954,DET
33,PHI @ DET,Joel Embiid,203954,DET
36,PHI vs. DET,Joel Embiid,203954,DET
22,PHI vs. DET,Joel Embiid,203954,DET
46,PHI @ GSW,Joel Embiid,203954,GSW
34,PHI vs. GSW,Joel Embiid,203954,GSW
26,PHI vs. GSW,Joel Embiid,203954,GSW
28,PHI vs. GSW,Joel Embiid,203954,GSW
34,PHI @ HOU,Joel Embiid,203954,HOU
31,PHI @ HOU,Joel Embiid,203954,HOU
31,PHI vs. HOU,Joel Embiid,203954,HOU
31,PHI vs. HOU,Joel Embiid,203954,HOU
23,PHI vs. HOU,Joel Embiid,203954,HOU
39,PHI @ HOU,Joel Embiid,203954,HOU
26,PHI vs. IND,Joel Embiid,203954,IND
31,PHI @ IND,Joel Embiid,203954,IND
42,PHI @ IND,Joel Embiid,203954,IND
24,PHI vs. IND,Joel Embiid,203954,IND
41,PHI vs. IND,Joel Embiid,203954,IND
45,PHI @ IND,Joel Embiid,203954,IND
27,PHI @ LAC,Joel Embiid,203954,LAC
40,PHI vs. LAC,Joel Embiid,203954,LAC
41,PHI @ LAC,Joel Embiid,203954,LAC
44,PHI vs. LAC,Joel Embiid,203954,LAC
36,PHI vs. LAC,Joel Embiid,203954,LAC
30,PHI @ LAL,Joel Embiid,203954,LAL
26,PHI vs. LAL,Joel Embiid,203954,LAL
28,PHI vs. LAL,Joel Embiid,203954,LAL
35,PHI @ LAL,Joel Embiid,203954,LAL
38,PHI vs. LAL,Joel Embiid,203954,LAL
27,PHI vs. MEM,Joel Embiid,203954,MEM
35,PHI @ MEM,Joel Embiid,203954,MEM
6,PHI @ MIA,Joel Embiid,203954,MIA
22,PHI @ MIA,Joel Embiid,203954,MIA
32,PHI @ MIA,Joel Embiid,203954,MIA
9,PHI vs. MIA,Joel Embiid,203954,MIA
45,PHI vs. MIA,Joel Embiid,203954,MIA
27,PHI vs. MIA,Joel Embiid,203954,MIA
17,PHI vs. MIA,Joel Embiid,203954,MIA
21,PHI vs. MIA,Joel Embiid,203954,MIA
15,PHI vs. MIL,Joel Embiid,203954,MIL
32,PHI vs. MIL,Joel Embiid,203954,MIL
29,PHI vs. MIL,Joel Embiid,203954,MIL
31,PHI @ MIL,Joel Embiid,203954,MIL
42,PHI @ MIL,Joel Embiid,203954,MIL
24,PHI @ MIL,Joel Embiid,203954,MIL
28,PHI @ MIL,Joel Embiid,203954,MIL
42,PHI vs. MIN,Joel Embiid,203954,MIN
32,PHI vs. MIN,Joel Embiid,203954,MIN
39,PHI @ MIN,Joel Embiid,203954,MIN
37,PHI @ MIN,Joel Embiid,203954,MIN
34,PHI @ MIN,Joel Embiid,203954,MIN
24,PHI vs. MIN,Joel Embiid,203954,MIN
22,PHI @ NOP,Joel Embiid,203954,NOP
37,PHI vs. NOP,Joel Embiid,203954,NOP
42,PHI vs. NOP,Joel Embiid,203954,NOP
42,PHI vs. NOP,Joel Embiid,203954,NOP
37,PHI @ NOP,Joel Embiid,203954,NOP
14,PHI @ NOP,Joel Embiid,203954,NOP
14,PHI @ NYK,Joel Embiid,203954,NYK
27,PHI vs. NYK,Joel Embiid,203954,NYK
37,PHI @ NYK,Joel Embiid,203954,NYK
35,PHI vs. NYK,Joel Embiid,203954,NYK
31,PHI @ NYK,Joel Embiid,203954,NYK
27,PHI @ NYK,Joel Embiid,203954,NYK
35,PHI @ NYK,Joel Embiid,203954,NYK
22,PHI @ OKC,Joel Embiid,203954,OKC
30,PHI vs. OKC,Joel Embiid,203954,OKC
25,PHI vs. OKC,Joel Embiid,203954,OKC
16,PHI @ OKC,Joel Embiid,203954,OKC
21,PHI vs. OKC,Joel Embiid,203954,OKC
27,PHI @ OKC,Joel Embiid,203954,OKC
16,PHI vs. ORL,Joel Embiid,203954,ORL
13,PHI vs. ORL,Joel Embiid,203954,ORL
35,PHI @ ORL,Joel Embiid,203954,ORL
30,PHI vs. ORL,Joel Embiid,203954,ORL
50,PHI vs. ORL,Joel Embiid,203954,ORL
31,PHI @ ORL,Joel Embiid,203954,ORL
28,PHI vs. ORL,Joel Embiid,203954,ORL
21,PHI @ ORL,Joel Embiid,203954,ORL
33,PHI vs. PHX,Joel Embiid,203954,PHX
37,PHI @ PHX,Joel Embiid,203954,PHX
28,PHI @ PHX,Joel Embiid,203954,PHX
35,PHI @ PHX,Joel Embiid,203954,PHX
34,PHI vs. PHX,Joel Embiid,203954,PHX
38,PHI vs. PHX,Joel Embiid,203954,PHX
39,PHI vs. POR,Joel Embiid,203954,POR
32,PHI @ POR,Joel Embiid,203954,POR
35,PHI @ POR,Joel Embiid,203954,POR
37,PHI vs. POR,Joel Embiid,203954,POR
36,PHI vs. SAC,Joel Embiid,203954,SAC
25,PHI @ SAC,Joel Embiid,203954,SAC
31,PHI vs. SAC,Joel Embiid,203954,SAC
40,PHI vs. SAS,Joel Embiid,203954,SAS
34,PHI @ SAS,Joel Embiid,203954,SAS
38,PHI @ SAS,Joel Embiid,203954,SAS
31,PHI vs. SAS,Joel Embiid,203954,SAS
33,PHI @ SAS,Joel Embiid,203954,SAS
31,PHI @ TOR,Joel Embiid,203954,TOR
25,PHI vs. TOR,Joel Embiid,203954,TOR
21,PHI vs. TOR,Joel Embiid,203954,TOR
18,PHI @ TOR,Joel Embiid,203954,TOR
25,PHI @ TOR,Joel Embiid,203954,TOR
29,PHI vs. TOR,Joel Embiid,203954,TOR
36,PHI @ TOR,Joel Embiid,203954,TOR
28,PHI vs. TOR,Joel Embiid,203954,TOR
30,PHI @ TOR,Joel Embiid,203954,TOR
59,PHI vs. UTA,Joel Embiid,203954,UTA
40,PHI vs. UTA,Joel Embiid,203954,UTA
30,PHI @ UTA,Joel Embiid,203954,UTA
19,PHI vs. UTA,Joel Embiid,203954,UTA
34,PHI vs. WAS,Joel Embiid,203954,WAS
23,PHI @ WAS,Joel Embiid,203954,WAS
32,PHI @ WAS,Joel Embiid,203954,WAS
38,PHI vs. WAS,Joel Embiid,203954,WAS
27,PHI vs. WAS,Joel Embiid,203954,WAS
48,PHI @ WAS,Joel Embiid,203954,WAS
36,PHI @ WAS,Joel Embiid,203954,WAS
29,PHI vs. WAS,Joel Embiid,203954,WAS
38,PHX vs. ATL,Devin Booker,1626164,ATL
30,PHX @ ATL,Devin Booker,1626164,ATL
21,PHX vs. ATL,Devin Booker,1626164,ATL
32,PHX @ ATL,Devin Booker,1626164,ATL
18,PHX vs. BOS,Devin Booker,1626164,BOS
22,PHX @ BOS,Devin Booker,1626164,BOS
17,PHX vs. BOS,Devin Booker,1626164,BOS
15,PHX @ BOS,Devin Booker,1626164,BOS
30,PHX @ BKN,Devin Booker,1626164,BKN
22,PHX vs. BKN,Devin Booker,1626164,BKN
19,PHX @ BKN,Devin Booker,1626164,BKN
35,PHX vs. BKN,Devin Booker,1626164,BKN
36,PHX @ BKN,Devin Booker,1626164,BKN
35,PHX @ CHA,Devin Booker,1626164,CHA
37,PHX @ CHA,Devin Booker,1626164,CHA
24,PHX @ CHA,Devin Booker,1626164,CHA
33,PHX vs. CHA,Devin Booker,1626164,CHA
16,PHX vs. CHA,Devin Booker,1626164,CHA
51,PHX vs. CHI,Devin Booker,1626164,CHI
45,PHX vs. CHI,Devin Booker,1626164,CHI
28,PHX vs. CHI,Devin Booker,1626164,CHI
35,PHX @ CHI,Devin Booker,1626164,CHI
22,PHX @ CHI,Devin Booker,1626164,CHI
38,PHX @ CHI,Devin Booker,1626164,CHI
27,PHX vs. CLE,Devin Booker,1626164,CLE
35,PHX @ CLE,Devin Booker,1626164,CLE
31,PHX @ CLE,Devin Booker,1626164,CLE
36,PHX vs. CLE,Devin Booker,1626164,CLE
28,PHX vs. DAL,Devin Booker,1626164,DAL
19,PHX vs. DAL,Devin Booker,1626164,DAL
24,PHX vs. DAL,Devin Booker,1626164,DAL
36,PHX @ DAL,Devin Booker,1626164,DAL
28,PHX @ DAL,Devin Booker,1626164,DAL
24,PHX @ DAL,Devin Booker,1626164,DAL
22,PHX vs. DAL,Devin Booker,1626164,DAL
11,PHX @ DAL,Devin Booker,1626164,DAL
12,PHX vs. DEN,Devin Booker,1626164,DEN
17,PHX vs. DEN,Devin Booker,1626164,DEN
27,PHX vs. DEN,Devin Booker,1626164,DEN
49,PHX @ DEN,Devin Booker,1626164,DEN
31,PHX vs. DEN,Devin Booker,1626164,DEN
22,PHX @ DEN,Devin Booker,1626164,DEN
2,PHX @ DEN,Devin Booker,1626164,DEN
15,PHX vs. DEN,Devin Booker,1626164,DEN
21,PHX vs. DET,Devin Booker,1626164,DET
30,PHX @ DET,Devin Booker,1626164,DET
23,PHX @ DET,Devin Booker,1626164,DET
23,PHX vs. DET,Devin Booker,1626164,DET
34,PHX vs. GSW,Devin Booker,1626164,GSW
10,PHX vs. GSW,Devin Booker,1626164,GSW
27,PHX vs. GSW,Devin Booker,1626164,GSW
34,PHX @ GSW,Devin Booker,1626164,GSW
22,PHX @ GSW,Devin Booker,1626164,GSW
32,PHX @ GSW,Devin Booker,1626164,GSW
16,PHX vs. GSW,Devin Booker,1626164,GSW
13,PHX vs. GSW,Devin Booker,1626164,GSW
30,PHX vs. HOU,Devin Booker,1626164,HOU
26,PHX @ HOU,Devin Booker,1626164,HOU
27,PHX vs. HOU,Devin Booker,1626164,HOU
36,PHX @ HOU,Devin Booker,1626164,HOU
24,PHX @ HOU,Devin Booker,1626164,HOU
24,PHX vs. HOU,Devin Booker,1626164,HOU
41,PHX vs. HOU,Devin Booker,1626164,HOU
24,PHX vs. HOU,Devin Booker,1626164,HOU
36,PHX @ HOU,Devin Booker,1626164,HOU
20,PHX vs. IND,Devin Booker,1626164,IND
11,PHX vs. IND,Devin Booker,1626164,IND
35,PHX @ IND,Devin Booker,1626164,IND
25,PHX @ IND,Devin Booker,1626164,IND
21,PHX @ IND,Devin Booker,1626164,IND
35,PHX @ LAC,Devin Booker,1626164,LAC
11,PHX vs. LAC,Devin Booker,1626164,LAC
25,PHX vs. LAC,Devin Booker,1626164,LAC
19,PHX vs. LAC,Devin Booker,1626164,LAC
26,PHX vs. LAC,Devin Booker,1626164,LAC
14,PHX @ LAC,Devin Booker,1626164,LAC
21,PHX vs. LAC,Devin Booker,1626164,LAC
24,PHX @ LAC,Devin Booker,1626164,LAC
22,PHX @ LAL,Devin Booker,1626164,LAL
25,PHX vs. LAL,Devin Booker,1626164,LAL
21,PHX @ LAL,Devin Booker,1626164,LAL
33,PHX @ LAL,Devin Booker,1626164,LAL
26,PHX vs. LAL,Devin Booker,1626164,LAL
30,PHX vs. LAL,Devin Booker,1626164,LAL
17,PHX @ LAL,Devin Booker,1626164,LAL
24,PHX @ LAL,Devin Booker,1626164,LAL
32,PHX vs. LAL,Devin Booker,1626164,LAL
17,PHX @ MEM,Devin Booker,1626164,MEM
27,PHX vs. MEM,Devin Booker,1626164,MEM
12,PHX @ MEM,Devin Booker,1626164,MEM
23,PHX @ MEM,Devin Booker,1626164,MEM
30,PHX vs. MEM,Devin Booker,1626164,MEM
41,PHX @ MEM,Devin Booker,1626164,MEM
25,PHX @ MIA,Devin Booker,1626164,MIA
23,PHX @ MIA,Devin Booker,1626164,MIA
23,PHX @ MIA,Devin Booker,1626164,MIA
26,PHX vs. MIA,Devin Booker,1626164,MIA
12,PHX vs. MIA,Devin Booker,1626164,MIA
